site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Greenwood Road/Gladeside Road,,,2017-12-31,,0.24,32,32,Erection of a part 2 to part 4 storey apartment block to form a total of 32 apartments,local-authority-eng:MAN,,2016-02-11,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,110105 / 093793,https://mappinggm.org.uk/gmodin/,2017-12-31
"Edge La Business Ctr, Fairfield Rd, Hr Openshw",yes,,2017-12-31,,4.42,162,162,OUTLINE APPLICATION for the erection of 162 dwellinghouses,local-authority-eng:MAN,,2015-08-10,http://pa.manchester.gov.uk/online-applications/,permissioned,outline planning permission,108903/OO/2015/N2 / 095102,https://mappinggm.org.uk/gmodin/,2017-12-31
Lees Street / Ogden Lane Openshaw,yes,,2017-12-31,,0.26,13,13,"Erection of 13 no. two storey dwelling houses with associated landscaping, boundary treatment and",local-authority-eng:MAN,,2015-07-15,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,108268/FO/2015/N2,https://mappinggm.org.uk/gmodin/,2017-12-31
"Units 1-3, West Street, Clayton",yes,,2017-12-31,,0.07,6,6,Notification for Prior Approval for a Proposed Change of Use of the ground floor from Office Use (Class B1(a)) to 1 x two-bedroom apartment and 5 x one-bedroom apartments,local-authority-eng:MAN,,2016-12-19,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,114291/P3OPA/2016 / 103056,https://mappinggm.org.uk/gmodin/,2017-12-31
179 - 199A Fog Lane Burnage,yes,,2017-12-31,,0.22,7,7,Prior Approval,local-authority-eng:MAN,,2013-08-19,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,102721/P3JPA/2013/S2,https://mappinggm.org.uk/gmodin/,2017-12-31
"Land Bounded By Miller Street, Rochdale Road & Ang",yes,,2017-12-31,,0.93,466,466,"Erection of part 7 storey, part 35 storey buildings to form a mixed use development comprising 466 residential apartments (Use Class C3) and ground floor commercial units maximum of 1,769 sqm",local-authority-eng:MAN,,2016-06-30,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,111347/FO/2016/N1 / 107722,https://mappinggm.org.uk/gmodin/,2017-12-31
1 Water Street Manchester M3 4JU,yes,,2017-12-31,,0.45,307,307,"Erection of a 28 storey building comprising 301 apartments (Use Class C3), 6 town houses (Use Class C3), ground floor commercial units (Use Classes A1, A2, B1, D1 or D2), two levels of basement car parking, landscape and public realm works, and associate",local-authority-eng:MAN,,2014-10-31,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,105611/FO/2014/C1,https://mappinggm.org.uk/gmodin/,2017-12-31
Bracken House Charles Street Manchester M1 7BD,yes,,2017-12-31,,0.10,114,114,Application change of use of premises from B1 offices to C3 (dwellinghouses) : 114 No. apartments.,local-authority-eng:MAN,,2014-05-27,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,105328/P3JPA/2014/C1,https://mappinggm.org.uk/gmodin/,2017-12-31
"Burlington House, Tariff Street (Picc Basin Plot H)",yes,,2017-12-31,,0.14,91,91,"Erection of 11 storey building to comprising 91 residential apartments (29 x 1 bed, 54 x 2 bed and 8 x 3 bed) (Use Class C3)",local-authority-eng:MAN,,2014-09-15,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,106021/FO/2014/C2,https://mappinggm.org.uk/gmodin/,2017-12-31
1 - 2 North Parade Manchester M3 2NH,yes,,2017-12-31,,0.06,71,71,"Prior approval for change of use of part ground, 1st, 2nd and 3rd floor offices to Class C3 (residential) comprising 71 apartments.",local-authority-eng:MAN,,2014-12-11,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,107139/P3JPA/2014/C1,https://mappinggm.org.uk/gmodin/,2017-12-31
Former All Saints School Crossley Street Gorton Manchester,yes,,2017-12-31,,1.40,48,48,OUTLINE PLANNING APPLICATION for the erection of a maximum of 48 two storey residential dwellings with all matters reserved except access.,local-authority-eng:MAN,,2014-08-07,http://pa.manchester.gov.uk/online-applications/,permissioned,outline planning permission,105635/OO/2014/N2,https://mappinggm.org.uk/gmodin/,2017-12-31
1-5 Plymouth Grove Ardwick Manchester M13 9PZ,yes,,2017-12-31,,0.10,42,42,"Erection of a part 4, 5, 6 and 7 storey residential building with basement and rooftop structures to accommodate lift block, plant and equipment with accommodation comprising of 42 self-contained apartments (3 x 1 bedroom, 5 x studio, 10 x 2 bedroom and",local-authority-eng:MAN,,2014-08-02,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,105859/FO/2014/N2,https://mappinggm.org.uk/gmodin/,2017-12-31
"Salisbury House, Granby Row",yes,,2017-12-31,,0.08,98,98,"Change of use from B1(a) to C3 apartments 98 apartments,90 x studios, 7 x 1 bed and 1 x 2 bed",local-authority-eng:MAN,,2016-09-01,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,113335/P3OPA/2016 / 106576,https://mappinggm.org.uk/gmodin/,2017-12-31
Vacant Land At 8 Wilbraham Road Fallowfield Manchester M14 6JW,yes,,2017-12-31,,0.21,36,36,"Erection of a four-storey building to provide 36 self-contained retirement flats, with associated parking and landscaping",local-authority-eng:MAN,,2015-03-31,http://pa.manchester.gov.uk/online-applications/,permissioned,full planning permission,107413/FO/2014/S1,https://mappinggm.org.uk/gmodin/,2017-12-31
