site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Discovery Park, Ramsgate Road, Sandwich, Discovery Park",yes,,2016-06-20,,72.3,500,500,Not Started - the housing on this site forms part of a wider mixed use application on a predominatly brownfield site,local-authority-eng:DOV,not owned by a public authority,2015-09-02,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_223268,permissioned,outline planning permission,BR87-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR87-16.pdf,2016-06-20
"Former council yard, Molland Lea, Ash, Former council yard, Molland Lea",yes,,2016-06-20,,0.16,5,5,,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR89-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR89-16.pdf,2016-06-20
"The Old Sorting Office, Charlton Green, Dover, CT16 1AP, Charlton Green Sorting Office",yes,,2016-06-20,,0.69,65,65,Not Started,local-authority-eng:DOV,not owned by a public authority,2016-10-07,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_229059,permissioned,outline planning permission,BR129-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR129-16.pdf,2016-06-20
"Albany Place Car Park, Dover, Albany Place Car Park",yes,,2016-06-20,,0.4,15,15,,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR130-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR130-16.pdf,2016-06-20
"Former TA Centre, London Road, Dover, Former TA Centre, London Road,",yes,,2016-06-20,,0.33,10,10,,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR132-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR132-16.pdf,2016-06-20
"Coombe Valley, Dover, Land in Coombe Valley",yes,,2016-06-20,,6.78,189,189,Allocated site - part of the site has already been granted permission. See BR60-16 and BR61-16 below. A third application on the Former Motorline Line Site in Coombe Valley has been completed https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_213882. Min homes has been adjusted to take account of this.,local-authority-eng:DOV,not owned by a public authority,,,Not Permissioned,,BR133-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR133-16.pdf,2016-06-20
"Factory Building, Lorne Road, Dover, Factory Building, Lorne Road",yes,,2016-06-20,,0.25,8,8,,local-authority-eng:DOV,not owned by a public authority,,,Not Permissioned,,BR134-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR134-16.pdf,2016-06-20
"Land off Dunedin Drive, Dover, Land off Dunedin Drive",yes,,2016-06-20,,0.26,8,8,,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR135-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR135-16.pdf,2016-06-20
"Ark Lane, Deal, Redundant factory site, land at Ark Lane, Deal",yes,,2016-06-20,,0.56,14,14,Not Started,local-authority-eng:DOV,not owned by a public authority,2015-07-13,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_225674,permissioned,full planning permission,BR144-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR144-16.pdf,2016-06-20
"East Studdal Nursery, Downs Road, East Studdal, East Studdal Nursery",yes,,2016-06-20,,1,30,30,,local-authority-eng:DOV,not owned by a public authority,,,Not Permissioned,,BR171-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR171-16.pdf,2016-06-20
"Eastry Hospital, Mill Lane, Eastry, Eastry Hospital",yes,,2016-06-20,,3.29,80,80,,local-authority-eng:DOV,not owned by a public authority,2014-04-25,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_223626,pending decision,,BR173-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR173-16.pdf,2016-06-20
"The Old Chalk Pit, Heronden Road, Eastry, The Old Chalk Pit, Heronden Road, Eastry",yes,,2016-06-20,,0.68,20,20,,local-authority-eng:DOV,not owned by a public authority,,,Not Permissioned,,BR174-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR174-16.pdf,2016-06-20
"Prima Windows, Easole Street, Nonington, Prima Windows, Easole Street, Nonington",yes,,2016-06-20,,1.14,35,35,,local-authority-eng:DOV,not owned by a public authority,,,Not Permissioned,,BR181-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR181-16.pdf,2016-06-20
"Connaught Barracks, Dover Road, Guston, CT16 1HL, Connaught Barracks",yes,,2016-06-20,,10.12,436,436,Not Started,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR219 -16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR219-16.pdf,2016-06-20
"Former Connaught Barracks, Dover Road, Guston, CT16 1HL, Former Connaught Barracks, Dover",yes,,2017-12-07,,2.38,64,64,Not Started - forms part of a wider allocated site (CP10) in the Core Strategy (2010),local-authority-eng:DOV,not owned by a public authority,2016-07-01,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_226317,permissioned,outline planning permission,BR225-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR225-17.pdf,2017-12-07
"Buckland Paper Mill, Crabble Hill, Dover, Buckland Paper Mill",yes,,2016-06-20,,4,265,265,Approx third of the site has the benefit of full planning permission (BR62-16). The remainder of the site is an allocated site.,local-authority-eng:DOV,owned by a public authority,,,Not Permissioned,,BR220-16,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR220-16.pdf,2016-06-20
"Engine Sheds at Hammill Brickworks, Hammill Road, Woodnesborough, CT13 0EJ, Engine sheds at Hammill Brickworks",yes,,2017-12-07,,0.41,10,10,Not Started,local-authority-eng:DOV,not owned by a public authority,2016-06-21,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_227265,permissioned,full planning permission,BR223-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR223-17.pdf,2017-12-07
"Land at Salvatori, North and South of Grove Road, Preston, CT3 1EF, Land at Salvatori",yes,,2017-12-18,,5.07,70,70,Under Construction,local-authority-eng:DOV,not owned by a public authority,2015-05-29,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_226312,permissioned,reserved matters approval,BR227-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR227-17.pdf,2017-12-18
"Southern Water Pumping Station, St Richards Road, Deal, Southern Water Pumping Station",yes,,2017-12-18,,0.33,14,14,Not Started,local-authority-eng:DOV,not owned by a public authority,2017-01-17,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_218321,permissioned,full planning permission,BR229-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR229-17.pdf,2017-12-18
"Former Car Sales site, St Martins Yard, East Side, Lorne Road, Dover, St Martins Yard",yes,,2017-12-18,,0.14,12,12,Under Construction,local-authority-eng:DOV,not owned by a public authority,2012-02-08,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_216298,permissioned,full planning permission,BR230-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR230-17.pdf,2017-12-18
"Ambulance Depot, Winchelsea Road, Dover, CT17 9TT, Ambulance Depot",yes,,2017-12-18,,0.2,9,9,Not Started,local-authority-eng:DOV,not owned by a public authority,2016-06-28,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_219062,permissioned,outline planning permission,BR233-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR233-17.pdf,2017-12-18
"1 Malvern Road, Dover, 1 Malvern Road",yes,,2017-12-18,,0.12,7,7,Not Started,local-authority-eng:DOV,not owned by a public authority,2016-09-23,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_227838,permissioned,full planning permission,BR238-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR238-17.pdf,2017-12-18
"Hope Inn, High Street, St Margaret's at Cliffe, CT15 6AT, Hope Inn",yes,,2017-12-18,,0.13,6,6,Under Construction,local-authority-eng:DOV,not owned by a public authority,2015-11-02,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_226012,permissioned,full planning permission,BR239-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR239-17.pdf,2017-12-18
"Site rear of 162 Folkestone Road, Vale View Road, Dover, CT17 9NP, Rear of 162 Folkestone Road",yes,,2017-12-18,,0.1,6,6,Not Started,local-authority-eng:DOV,not owned by a public authority,2016-12-02,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_228028,permissioned,full planning permission,BR240-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR240-17.pdf,2017-12-18
"1 & 2 Hope Bay & Hope Bay Studios, The Leas, Kingsdown, 1 & 2 Hope Bay & Hope Bay Studios",yes,,2017-12-19,,0.56,2,2,Not Started,local-authority-eng:DOV,not owned by a public authority,2014-06-11,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_223499,permissioned,full planning permission,BR246-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR246-17.pdf,2017-12-18
"Former Nursery & Builders Yard, The Forstal, Preston, CT3 1DR, Former Nursery & Builders Yard",yes,,2017-12-19,,0.54,2,2,Under Construction,local-authority-eng:DOV,not owned by a public authority,2016-02-10,https://planning.dover.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_227357,permissioned,full planning permission,BR248-17,http://dover.gov.uk/Planning/Planning-Policy/Brownfield-Land-Register/Site-Plans/BR248-17.pdf,2017-12-18
