name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
BFR001,Land at Chester Walk Car Park,yes,,2019-12-31,,0.15,14,14,,local-authority-eng:CHT,owned by a public authority,,,not permissioned,,POINT(-2.077494 51.90162),BFR001,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=001&scale=512,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR001
BFR002,"Premiere Products, Bouncers Lane",yes,,2019-12-31,,2.17,58,58,Outline application for up to 58 residential dwellings including access with all other matters reserved for future consideration. Only part of site permissioned remaining site Allocated in Pre-Submission Cheltenham Plan,local-authority-eng:CHT,not owned by a public authority,,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OPZI30EL08300|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=8500116PC,permissioned,outline planning permission,POINT(-2.046236 51.906644),BFR002,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=002&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR002
BFR004,"102, 106 Prestbury Road",yes,,2019-12-31,,0.8,35,35,Construction of 35 new dwellings with associated infrastructure and parking following the demolition of existing commercial buildings. Allocated in Pre-Submission Cheltenham Plan,local-authority-eng:CHT,not owned by a public authority,,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSEEP6ELI9V00|https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=J1M5RMEL59000,permissioned,full planning permission,POINT(-2.061821 51.908516),BFR004,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=004&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR004
BFR005,"96, 100, 104 Prestbury Road",yes,,2019-12-31,,0.49,15,15,,local-authority-eng:CHT,not owned by a public authority,,,not permissioned,,POINT(-2.062226 51.907653),BFR005,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=005&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR005
BFR006,Land at Prestbury Road,yes,,2019-12-31,,0.23,8,8,,local-authority-eng:CHT,not owned by a public authority,,,not permissioned,,POINT(-2.062442 51.906106),BFR006,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=006&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR006
BFR008,Land and buildings at Coronation Square,,,2019-12-31,,1.48,17,17,Allocated in Pre-Submission Cheltenham Plan,local-authority-eng:CHT,not owned by a public authority,,,not permissioned,,POINT(-2.114354 51.902318),BFR008,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=008&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR008
BFR011,"Land rear of Nuffield Hospital, Hatherley Lane",yes,,2019-12-31,,0.48,27,27,"Residential development of up to 27 dwellings. Site has planning permission, construction not started April 2017",local-authority-eng:CHT,not owned by a public authority,2016-11-08,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=NPZGHEELJUU00,permissioned,outline planning permission,POINT(-2.130527 51.890928),BFR011,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=011&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR011
BFR012,"Rivershill House, St Georges Road",yes,,2019-12-31,,0.41,45,45,"Erection of apartment building to comprise 45 dwellings and associated semi-basement car parking, access and landscaping following demolition and clearance of the existing building 'Rivershill House' . Flat site with vacant office building in a central urban location, predominantly surrounded by residential. The site is within the Core Commercial Area and Central Conservation Area.",local-authority-eng:CHT,not owned by a public authority,2017-03-07,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OSNNZ3ELIC800,permissioned,full planning permission,POINT(-2.084436 51.899215),BFR012,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=012&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR012
BFR013,Land at Whaddon Road,yes,,2019-12-31,,1.2,7,7,"The site is a flat, car park site associated wioth Cheltenham Town Football Club. developed, site within the urban area containing pre-fabricated bungalows. The surrounding area is predominantly residential with commercial / employment uses to the west and Cheltenham Town Football Club east.",local-authority-eng:CHT,not owned by a public authority,,,not permissioned,,POINT(-2.061556 51.906125),BFR013,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=013&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR013
BFR014,"Ellerslie Care Home, Albert Road",yes,31/12/2019,2019-12-31,,0.28,14,14,"Alterations to facilitate conversion of existing building and associated stable block to 14no. residential units (2no. one bedroom apartments, 9no. two bedroom apartments, 2no. three bedroom apartments and 1no. three bedroom dwelling). This is a flat, developed, site within a predominantly residential area and adjacent to Pittville Park and within the Central Conservation area.",local-authority-eng:CHT,not owned by a public authority,2014-03-20,https://publicaccess.cheltenham.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=MV9IJLELD5000,permissioned,full planning permission,POINT(-2.065895 51.911436),BFR014,https://maps.cheltenham.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cCBC+Brownfield+register.AuroraScript%24&nocache=416161679&resize=always&inspect_query=CBCBrownfield&inspect_value=014&scale=1024,2017-12-31,/brownfield-land/local-authority-eng/CHT/BFR014
