name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
SHLAA127,"Flintham Islamic Institute, Flintham",yes,,2017-12-11,,3.45,95,95,Permission 15/03060/OUT. 95 dwelling redevelopment of the Former Islamic Institute. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NE9IFMNL08H00,local-authority-eng:RUS,not owned by a public authority,2016-09-22,https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZLCPLNLL3L00,permissioned,outline planning permission,POINT(-0.902598 53.013663),SHLAA127,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/127.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA127
SHLAA275,"West Bridgford Depot, West Bridgford",yes,,2018-08-28,,1.7,60,50,Suggested number of dwellings from SHLAA: 50. SHLAA assessment 50 dwellings,local-authority-eng:RUS,owned by a public authority,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000CCHNLLI000,not permissioned,,POINT(-1.119512 52.928349),SHLAA275,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/275.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA275
SHLAA287,"Former Filling Station, Radcliffe Road, West Bridgford",yes,,2018-08-28,,0.1,10,6,Planning permission 13/01936/FUL expired 2018. 6 self contained flats within a mixed use development. https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=MTXV7MNL07T00&activeTab=summary,local-authority-eng:RUS,not owned by a public authority,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000H06NLLI000,not permissioned,,POINT(-1.132962 52.937914),SHLAA287,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/287.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA287
SHLAA319,"Land between Lady Bay Bridge and Radcliffe Road, West Bridgford",yes,,2017-12-11,,0.15,48,48,Planning permission 16/01118/FUL. 48 apartments within a four storey building. https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=O6DPXLNLMSW00&activeTab=summary,local-authority-eng:RUS,not owned by a public authority,2016-11-17,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=H8V0HENL04000,permissioned,full planning permission,POINT(-1.129413 52.939057),SHLAA319,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/319.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA319
SHLAA331,"1-27 Loughborough Road & 2-6 Bridgford Road, West Bridgford",yes,,2018-08-28,,0.7,230,215,Extended planning permission expired however still potential for brownfield development. 215 residential apartments. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=I8I0DWNL04000,local-authority-eng:RUS,not owned by a public authority,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=I8I0DWNL04000,not permissioned,,POINT(-1.133885 52.93642),SHLAA331,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/331.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA331
SHLAA502,"Former RAF Newton, Newton",yes,,2019-01-16,,35.4,550,550,"Outline planning permission 10/02105/OUT granted in 2013. Number of dwellings in permisison: up to 550. Variation of conditions that required footbidge, 50 live work units and affordable housing provision approved Sept 2018.. up to 500 dwellings and up to 50 live work units. https://planningon-line.rushcliffe.gov.uk/online-applications/applicationDetails.do?keyVal=LEHRQZNL01000&activeTab=summary",local-authority-eng:RUS,not owned by a public authority,2014-01-30,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NMYENNNL08H00,permissioned,outline planning permission,POINT(-0.975683 52.962571),SHLAA502,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/502.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA502
SHLAA802,"15 Parkyns Street, Ruddington",yes,,2019-01-16,,0.05,5,5,Planning permission 14/01812/FUL Expired 2018 . 5 terraced residential properties. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0097JGNLDT000,local-authority-eng:RUS,not owned by a public authority,2015-05-22,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0097JGNLDT000,not permissioned,,POINT(-1.150348 52.891186),SHLAA802,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/802.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA802
SHLAA860,"Pedigree Wholesale, The Crescent, Radcliffe on Trent",yes,,2017-12-12,,0.5,15,10,Suggested number of dwellings from SHLAA: 15. 10-15 residential dwellings as defined in a pre application for the site,local-authority-eng:RUS,not owned by a public authority,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IP83JWNLD7000,not permissioned,,POINT(-1.030153 52.948833),SHLAA860,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/860.pdf,2017-12-11,/brownfield-land/local-authority-eng/RUS/SHLAA860
SHLAA916,"56-62 Radcliffe Road, West Bridgford",yes,,2019-01-16,,0.09,6,6,Extant Planning permission 16/01767/FUL. Application for 7 flats and 2 bungalows is pending determination. 6 apartments on land to side of existing office building. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0094KPNLDT000,local-authority-eng:RUS,not owned by a public authority,2016-08-31,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0094KPNLDT000,permissioned,full planning permission,POINT(-1.125599 52.937815),SHLAA916,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/916.pdf,2017-12-12,/brownfield-land/local-authority-eng/RUS/SHLAA916
SHLAA919,"John Germans Drovers, 37 Gordon Road, West Bridgford",yes,,2017-12-12,,0.02,9,9,Planning permission 16/02908/FUL. 9 residential units. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HEANLLI000,local-authority-eng:RUS,not owned by a public authority,2017-03-08,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000HEANLLI000,permissioned,full planning permission,POINT(-1.125099 52.929388),SHLAA919,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/919.pdf,2017-12-12,/brownfield-land/local-authority-eng/RUS/SHLAA919
SHLAA836,"Former Police Station, Bingham",yes,,2018-08-28,,0.35,12,10,SHLAA suggested number of dwellings: 10. Redevelopment for 10 residential units. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010S8NLLI000,local-authority-eng:RUS,owned by a public authority,,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010S8NLLI000,not permissioned,,POINT(-0.946638 52.949013),SHLAA836,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/836.pdf,2017-12-12,/brownfield-land/local-authority-eng/RUS/SHLAA836
SHLAA953,"11 Church Street, Cropwell Bishop",yes,,2018-08-28,,0.41,9,9,Planning permission 17/01033/FUL. Conversion and extension of barn to form 1 dwelling erection of 8 dwellings. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000QNXNLLI000,local-authority-eng:RUS,not owned by a public authority,2017-08-02,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000QNXNLLI000,permissioned,full planning permission,POINT(-0.983965 52.913451),SHLAA953,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/953.pdf,2018-08-28,/brownfield-land/local-authority-eng/RUS/SHLAA953
SHLAA951,"134A Trent Boulevard, West Bridgford",yes,,2018-08-28,,0.09,9,9,Planning permission 18/00856/FUL. Demolish existing house and ancillary buildings and erect 2 apartment blocks comprising 9 x2 bed apartments and 1 x1 bed apartment. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000NS6NLLI000,local-authority-eng:RUS,not owned by a public authority,2018-08-17,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000NS6NLLI000,permissioned,full planning permission,POINT(-1.117413 52.937935),SHLAA951,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/951.pdf,2018-08-28,/brownfield-land/local-authority-eng/RUS/SHLAA951
SHLAA978,"Garages East of 116 Queens Road, Radcliffe on Trent",yes,,2018-08-28,,0.08,5,5,Planning permisison 17/02490/FUL. Demolition of existing garages and erection of five two storey houses. https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OM6ZVUNL08V01,local-authority-eng:RUS,not owned by a public authority,2018-01-05,https://planningon-line.rushcliffe.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OM6ZVUNL08V01,permissioned,full planning permission,POINT(-1.032029 52.949469),SHLAA978,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/pdf/planningandbuilding/planningpolicy/brownfieldregister/978.pdf,2018-08-28,/brownfield-land/local-authority-eng/RUS/SHLAA978
