name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
16/04519/FUL,"1-3 Bridge Brigade, Waddon Road",yes,,2019-12-23,,0.04,9,9,Alterations; conversion to form 2 two bedroom and 7 one bedroom flats and construction of first floor level with dormer extensions. Provision of amenity space and bike storage. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5WNJLHDO00,local-authority-eng:CRY,not owned by a public authority,2016-11-09,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5WNJLHDO00,permissioned,full planning permission,POINT(-0.111671 51.371774),16/04519/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCS5WNJLHDO00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-04519-FUL
16/05198/FUL,"2 Willis Court, Dunheved Road North",yes,,2019-12-23,,0.03,7,7,"Alterations to roof ; Construction of third floor to provide 1 one bed room, 4 two bedroom and 2 studio flats, alterations to street facade South elevation ; alterations to parking layout and provision of associated parking ; provision of refuse and cycle storage (amended description). http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00",local-authority-eng:CRY,not owned by a public authority,2017-01-11,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00,permissioned,full planning permission,POINT(-0.114041 51.391021),16/05198/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEMHBAJLIQU00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-05198-FUL
16/05397/FUL,"759, London Road",yes,,2019-12-23,,0.03,6,6,Erection of three storey building in car park comprising 6 one bedroom flats. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,local-authority-eng:CRY,not owned by a public authority,2017-01-09,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,permissioned,full planning permission,POINT(-0.115298 51.394018),16/05397/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFALDTJLJ5J00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-05397-FUL
16/05498/FUL,"37a, Smitham Bottoms Lane",yes,,2019-12-23,,0.03,5,5,"Alterations and erection of a two storey rear extension with extension to the existing roof to provide 2 one bedroom and 3 two bedroom flats. Provision of associated parking, cycle and refuse storage. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00",local-authority-eng:CRY,not owned by a public authority,2017-01-20,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00,permissioned,full planning permission,POINT(-0.13934 51.334267),16/05498/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFLQSCJLJCN00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-05498-FUL
16/05522/FUL,"36, Beulah Road",yes,,2019-12-23,,0.1,9,9,"Demolition of existing buildings ; Erection of a three storey building comprising 6 one bedroom, and 3 two bedroom flats; provision of associated parking, provision of refuse and cycle storage. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00",local-authority-eng:CRY,not owned by a public authority,2017-01-25,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00,permissioned,full planning permission,POINT(-0.101195 51.400993),16/05522/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFNWKZJLJEJ00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-05522-FUL
16/06000/FUL,"485-487, King Henry's Drive",yes,,2019-12-23,,0.07,7,7,"Demolition of garages and erection of four two/three storey buildings comprising 4 one bedroom, 1 two bedroom flats and 2 three bedroom houses, provision of car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00",local-authority-eng:CRY,owned by a public authority,2017-04-07,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00,permissioned,full planning permission,POINT(0.000023 51.334751),16/06000/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OH7I3LJLKFK00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-06000-FUL
16/06030/FUL,"94-96, Uvedale Crescent",yes,,2019-12-23,,0.08,6,6,"Demolition of garages and erection of 4 part single part two storey buildings comprising 2 houses and 4 flats with provision of car parking, landscaping and associated works.. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00",local-authority-eng:CRY,owned by a public authority,2017-04-13,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00,permissioned,full planning permission,POINT(-0.003363 51.336787),16/06030/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHCWU2JLKIG00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-06030-FUL
16/06276/FUL,"25-39, Drovers Road",yes,,2019-12-23,,0.15,9,9,"Erection of a three-storey building comprising 9 one bedroom flats together with provision of car parking, landscaping and other associated works. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00",local-authority-eng:CRY,not owned by a public authority,2017-06-23,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00,permissioned,full planning permission,POINT(-0.096691 51.361244),16/06276/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OI327DJLL0G00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-06276-FUL
16/06484/FUL,"26, Fairfield Road",yes,,2019-12-23,,0.09,6,6,"Erection of three storey building at rear comprising 6 x one bedroom flats, with associated cycle and refuse storage and landscaping. http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OILF93JLLDM00",local-authority-eng:CRY,not owned by a public authority,2017-05-22,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OILF93JLLDM00,permissioned,full planning permission,POINT(-0.088003 51.372227),16/06484/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OILF93JLLDM00,2018-11-30,/brownfield-land/local-authority-eng/CRY/16-06484-FUL
17/00198/FUL,"52, Bensham Grove",yes,,2019-12-23,,0.05,8,8,"Demolition of existing buildings ; Alterations to frontage; Erection of three storey building comprising B1(b) / B1 (c) Use to ground and part first floor (to rear) and ancillary Place of Worship to ground floor ; use of part first floor (to front) and second floors as 3 one bedroom, 2 two bedroom and 3 studio flats ; provision of terrace areas at first floor ; alterations to vehicular access and provision of associated off-street parking spaces ; provision of associated refuse storage areas and cycle storage (amended description). http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJTA8JJLM1500",local-authority-eng:CRY,not owned by a public authority,2017-05-22,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJTA8JJLM1500,permissioned,full planning permission,POINT(-0.100977 51.406601),17/00198/FUL,http://publicaccess2.croydon.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJTA8JJLM1500,2018-11-30,/brownfield-land/local-authority-eng/CRY/17-00198-FUL
